-20.163494,44.457283
-32.778519,-54.233811
0.22123,32.554544
47.715521,106.968304
50.451283,28.670222
50.721414,14.008123
52.101439,-7.617153
50.878804,3.093627
46.034998,15.244149
-18.082429,-63.058759
14.64705,-17.089727
-33.036873,-71.652288
35.841392,14.556915
35.153014,138.856524
-29.532955,28.26608
48.420699,44.380813
-7.954929,110.712104
24.963146,92.018186
45.760683,11.86597
35.837914,14.564684
25.751847,89.228811
16.208047,104.32537
49.832643,-97.148078
32.368333,-64.710279
50.716951,19.37582
-37.32478,144.588711
40.491374,19.47383
52.321525,-6.967171
22.131139,113.588788
35.837579,10.608504
64.965286,18.453176
-32.727578,-71.409587
49.981799,14.922912
45.407345,5.879044
-24.95015,25.575976
58.313502,25.562317
-17.190794,-70.957282
14.811612,-91.110415
-32.794714,-71.535306
-32.839749,-70.674838
49.21806,17.367209
49.21806,17.367209
14.906192,-16.748143
35.876383,14.545854
50.950856,-97.014616
-19.471671,-68.655186
23.577074,120.311683
65.686768,-37.282945
65.611833,-37.611719
46.160601,15.074497
-26.87729,30.92706
49.080973,18.633475
27.456864,90.38739
35.831767,14.556059
25.363723,89.331216
55.606606,11.431397
42.734883,77.842175
51.818077,3.988426
49.63228,6.269717
40.478946,19.4698
46.560554,17.176957
57.672899,27.271127
6.574304,80.704025
15.016397,-89.653099
45.429476,6.022017
-34.432558,-56.942327
51.953164,-4.472431
64.310361,-21.9027
-27.380641,28.183581
46.013228,4.321235
55.919561,11.607926
-32.557445,-71.453897
55.506816,-3.711947
14.913145,-91.446899
47.446312,8.64793
22.443214,114.092716
46.189324,5.250133
56.335559,25.118764
27.525496,90.29934
42.160286,77.463624
65.71263,-37.253631
27.518075,90.247096
54.769423,25.325427
40.569026,19.470528
-24.56415,23.852116
49.301775,6.693134
18.060067,-92.877473
15.239051,-16.809356
68.70563,16.522888
7.720298,122.999043
42.469331,78.263492
46.457138,16.8335
43.959803,5.388694
47.883333,35.167746
50.414966,13.219878
40.071468,19.781577
38.800514,139.835123
1.368806,103.89478
42.166812,26.644694
15.492188,99.965141
-20.297505,44.269456
17.695052,101.381845
62.434709,25.688705
23.761389,120.174164
46.219367,5.577744
65.568921,-37.201831
51.942935,4.855792
45.065953,23.984724
64.482204,-21.954566
53.575379,14.7792
-29.374502,28.484897
49.761117,6.247729
23.686854,120.300855
42.43375,1.542005
24.906439,91.837084
43.554294,-7.105187
20.681265,-89.888009
-27.275639,-65.347981
54.922439,25.237183
57.695316,13.616312
45.768275,15.754015
64.97227,-21.569233
52.169328,-3.280498
-33.709327,117.105466
46.410845,27.804635
45.952254,16.426975
0.387269,32.651624
-27.203281,31.32611
23.668537,120.444159
53.861511,21.138131
49.195122,19.037906
-31.254411,-52.21262
58.455941,25.675936
27.50398,89.976778
39.078708,26.579813
37.450297,127.009006
-18.365997,-64.148732
4.420742,-76.144309
50.281123,5.171326
45.516357,4.302606
1.315559,104.001733
1.32638,103.934643
-50.239905,-72.875732
43.106891,25.793938
-31.703325,-55.96946
